id,category_id,name,price,original_price,stock,sales,main_image,images,description,detail,status,created_at,update_time,cover_image,is_recommend,sale_count
186,14,精品童装711,35.37,1271.89,49,774,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第56号商品的描述,<p>这是第56号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,928
187,14,高端童装416,314.52,355.26,72,65,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第57号商品的描述,<p>这是第57号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,516
188,14,新款童装171,545.74,231.29,6,365,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第58号商品的描述,<p>这是第58号商品的详细描述</p>,1,"2025-03-27 14:01:39","2025-04-22 14:01:39",NULL,0,217
189,11,精品女装720,636.46,13.75,55,452,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第59号商品的描述,<p>这是第59号商品的详细描述</p>,1,"2025-04-01 14:01:39","2025-04-22 14:01:39",NULL,0,112
190,11,热销男装228,576.86,210.03,30,30,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第60号商品的描述,<p>这是第60号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,51
191,9,时尚电脑235,385.21,249.67,48,6,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第61号商品的描述,<p>这是第61号商品的详细描述</p>,1,"2025-03-26 14:01:39","2025-04-22 14:01:39",NULL,0,618
192,10,时尚男装354,478.93,348.01,57,604,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第62号商品的描述,<p>这是第62号商品的详细描述</p>,1,"2025-03-26 14:01:39","2025-04-22 14:01:39",NULL,0,940
193,18,时尚电脑555,365.81,167.66,45,574,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第63号商品的描述,<p>这是第63号商品的详细描述</p>,1,"2025-04-10 14:01:39","2025-04-22 14:01:39",NULL,0,201
194,15,时尚女装440,134.81,356.73,88,948,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第64号商品的描述,<p>这是第64号商品的详细描述</p>,1,"2025-04-02 14:01:39","2025-04-22 14:01:39",NULL,0,284
195,10,新款电脑475,472.00,1024.09,96,404,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第65号商品的描述,<p>这是第65号商品的详细描述</p>,1,"2025-03-30 14:01:39","2025-04-22 14:01:39",NULL,0,653
196,17,高端男装769,580.70,652.74,98,505,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第66号商品的描述,<p>这是第66号商品的详细描述</p>,1,"2025-04-01 14:01:39","2025-04-22 14:01:39",NULL,0,489
197,9,热销电脑344,240.89,183.32,42,250,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第67号商品的描述,<p>这是第67号商品的详细描述</p>,1,"2025-04-12 14:01:39","2025-04-22 14:01:39",NULL,0,280
198,10,热销手机319,715.78,782.47,67,660,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第68号商品的描述,<p>这是第68号商品的详细描述</p>,1,"2025-04-18 14:01:39","2025-04-22 14:01:39",NULL,0,723
199,8,新款电脑445,535.92,360.82,8,401,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第69号商品的描述,<p>这是第69号商品的详细描述</p>,1,"2025-04-12 14:01:39","2025-04-22 14:01:39",NULL,0,105
200,12,精品电脑855,421.89,602.03,3,250,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第70号商品的描述,<p>这是第70号商品的详细描述</p>,1,"2025-04-06 14:01:39","2025-04-22 14:01:39",NULL,0,26
201,12,高端手机489,135.80,208.64,76,468,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第71号商品的描述,<p>这是第71号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,725
202,15,高端电脑294,758.44,1024.08,36,191,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第72号商品的描述,<p>这是第72号商品的详细描述</p>,1,"2025-04-02 14:01:39","2025-04-22 14:01:39",NULL,0,175
203,16,高端童装771,325.70,342.07,38,597,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第73号商品的描述,<p>这是第73号商品的详细描述</p>,1,"2025-04-22 14:01:39","2025-04-22 14:01:39",NULL,0,637
204,7,热销手机782,972.30,637.23,71,601,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第74号商品的描述,<p>这是第74号商品的详细描述</p>,1,"2025-03-26 14:01:39","2025-04-22 14:01:39",NULL,0,999
205,9,时尚男装48,926.89,601.93,76,914,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第75号商品的描述,<p>这是第75号商品的详细描述</p>,1,"2025-04-04 14:01:39","2025-04-22 14:01:39",NULL,0,745
206,17,时尚手机738,319.79,447.70,97,461,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第76号商品的描述,<p>这是第76号商品的详细描述</p>,1,"2025-04-05 14:01:39","2025-04-22 14:01:39",NULL,0,824
207,10,精品手机254,295.90,823.85,62,510,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第77号商品的描述,<p>这是第77号商品的详细描述</p>,1,"2025-04-05 14:01:39","2025-04-22 14:01:39",NULL,0,188
208,8,精品童装298,738.53,975.64,19,857,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第78号商品的描述,<p>这是第78号商品的详细描述</p>,1,"2025-04-14 14:01:39","2025-04-22 14:01:39",NULL,0,818
209,9,热销女装249,225.09,382.53,18,824,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第79号商品的描述,<p>这是第79号商品的详细描述</p>,1,"2025-04-05 14:01:39","2025-04-22 14:01:39",NULL,0,251
210,12,热销男装305,486.38,641.45,52,641,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第80号商品的描述,<p>这是第80号商品的详细描述</p>,1,"2025-04-04 14:01:39","2025-04-22 14:01:39",NULL,0,130
211,16,高端女装696,734.22,701.18,49,559,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第81号商品的描述,<p>这是第81号商品的详细描述</p>,1,"2025-04-04 14:01:39","2025-04-22 14:01:39",NULL,0,320
212,15,新款手机15,65.99,269.04,35,725,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第82号商品的描述,<p>这是第82号商品的详细描述</p>,1,"2025-04-13 14:01:39","2025-04-22 14:01:39",NULL,0,746
213,16,热销男装433,92.57,145.68,30,524,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第83号商品的描述,<p>这是第83号商品的详细描述</p>,1,"2025-04-06 14:01:39","2025-04-22 14:01:39",NULL,0,855
214,13,精品女装846,614.18,642.67,9,292,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第84号商品的描述,<p>这是第84号商品的详细描述</p>,1,"2025-04-12 14:01:39","2025-04-22 14:01:39",NULL,0,355
215,14,精品电脑953,325.53,912.63,33,555,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第85号商品的描述,<p>这是第85号商品的详细描述</p>,1,"2025-04-15 14:01:39","2025-04-22 14:01:39",NULL,0,697
216,15,高端电脑652,326.15,738.43,28,687,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第86号商品的描述,<p>这是第86号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,489
217,12,热销女装386,221.19,1164.18,78,213,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第87号商品的描述,<p>这是第87号商品的详细描述</p>,1,"2025-04-06 14:01:39","2025-04-22 14:01:39",NULL,0,523
218,6,高端女装794,298.93,100.61,26,827,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第88号商品的描述,<p>这是第88号商品的详细描述</p>,1,"2025-04-08 14:01:39","2025-04-22 14:01:39",NULL,0,777
219,11,热销男装953,395.28,108.87,4,425,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第89号商品的描述,<p>这是第89号商品的详细描述</p>,1,"2025-04-10 14:01:39","2025-04-22 14:01:39",NULL,0,200
220,15,时尚电脑386,290.09,311.05,36,551,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第90号商品的描述,<p>这是第90号商品的详细描述</p>,1,"2025-03-31 14:01:39","2025-04-22 14:01:39",NULL,0,924
221,10,热销女装913,685.60,782.78,52,682,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第91号商品的描述,<p>这是第91号商品的详细描述</p>,1,"2025-04-21 14:01:39","2025-04-22 14:01:39",NULL,0,175
222,15,时尚手机927,554.41,1098.26,0,496,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第92号商品的描述,<p>这是第92号商品的详细描述</p>,1,"2025-04-17 14:01:39","2025-04-22 14:01:39",NULL,0,108
223,6,新款手机984,21.32,132.85,7,951,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg",这是第93号商品的描述,<p>这是第93号商品的详细描述</p>,1,"2025-03-30 14:01:39","2025-04-22 14:01:39",NULL,0,862
224,18,时尚手机270,207.15,222.44,3,242,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i3/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg",这是第94号商品的描述,<p>这是第94号商品的详细描述</p>,1,"2025-04-05 14:01:39","2025-04-22 14:01:39",NULL,0,969
225,7,高端童装201,256.76,772.01,41,653,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i1/2200724907121/O1CN01h8mGXk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第95号商品的描述,<p>这是第95号商品的详细描述</p>,1,"2025-04-11 14:01:39","2025-04-22 14:01:39",NULL,0,541
226,12,时尚手机111,603.24,796.75,53,168,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,"https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i2/2200724907121/O1CN01Z0JmYk24jcFHVHt5Y_!!2200724907121.jpg,https://img.alicdn.com/imgextra/i4/2200724907121/O1CN01kzmJMM24jcFEzp5Yv_!!2200724907121.jpg",这是第96号商品的描述,<p>这是第96号商品的详细描述</p>,1,"2025-03-24 14:01:39","2025-04-22 14:01:39",NULL,0,755
